price,date_sold,suburb,num_bath,num_bed,num_parking,property_size,type,suburb_population,suburb_median_income,suburb_sqkm,suburb_lat,suburb_lng,suburb_elevation,cash_rate,property_inflation_index,km_from_cbd
1285000,23/11/2017,Oyster Bay,2,4,2,778,House,5488,47736,2.101,-34.0069,151.08096,11,1.5,174,19.73
1070000,23/11/2017,Kincumber,2,5,2,1232,House,7093,29432,9.914,-33.47252,151.40208,24,1.5,174,47.05
905000,23/11/2017,Oyster Bay,1,3,1,684,House,5488,47736,2.101,-34.0069,151.08096,11,1.5,174,19.73
475000,23/11/2017,Bateau Bay,1,2,0,601,House,12146,30316,6.938,-33.38486,151.47128,31,1.5,174,58.53
3000000,24/11/2017,Roselands,4,7,8,750,House,11579,28288,2.745,-33.93329,151.07526,54,1.5,174,14.57
2550000,24/11/2017,Como,3,4,2,1110,House,3977,49296,1.598,-34.00258,151.0648,42,1.5,174,20.31
1455000,24/11/2017,Beacon Hill,2,4,2,575,House,7457,41288,2.605,-33.75228,151.25889,119,1.5,174,13.32
1200000,24/11/2017,Hornsby Heights,2,4,2,991,House,6305,43576,10.218,-33.6556,151.10003,201,1.5,174,25.37
1160000,24/11/2017,Oxley Park,1,4,3,1100,House,3112,33020,1.271,-33.77068,150.79565,41,1.5,174,39.76
775000,24/11/2017,Spring Farm,2,4,2,540,House,4307,53196,6.357,-34.06839,150.72519,94,1.5,174,50.15
353000,24/11/2017,Blue Haven,1,2,1,550,House,6378,29796,2.525,-33.21142,151.50349,13,1.5,174,77.47
2375000,25/11/2017,Wareemba,1,3,1,586,House,1546,42172,0.317,-33.85759,151.13219,21,1.5,174,7.24
2175000,25/11/2017,Canterbury,4,5,4,808,House,7233,34632,1.964,-33.913,151.1171,6,1.5,174,10.09
2155000,25/11/2017,Lidcombe,2,4,2,849,House,19627,27248,6.805,-33.86491,151.04789,28,1.5,174,14.99
2100000,25/11/2017,Copacabana,2,5,2,582,House,2735,39312,1.996,-33.48638,151.43476,19,1.5,174,46.9
1050000,25/11/2017,Gymea,2,4,2,676,House,7589,42900,2.185,-34.03656,151.0841,74,1.5,174,22.29
1012000,25/11/2017,Punchbowl,2,4,4,594,House,20236,22048,4.323,-33.92907,151.05159,22,1.5,174,16.27
980000,25/11/2017,Oyster Bay,2,3,1,677,House,5488,47736,2.101,-34.0069,151.08096,11,1.5,174,19.73
510000,25/11/2017,Ourimbah,1,3,1,741,House,3951,37180,87.154,-33.31517,151.32611,191,1.5,174,61.95
1530000,27/11/2017,Belrose,2,3,2,702,House,8780,39728,13.636,-33.72159,151.21169,156,1.5,174,15.92
1240000,27/11/2017,Bonnyrigg,1,3,0,1288,House,8670,22204,3.042,-33.89333,150.88877,53,1.5,174,29.87
885000,27/11/2017,Kincumber,2,4,2,767,House,7093,29432,9.914,-33.47252,151.40208,24,1.5,174,47.05
560000,27/11/2017,Saratoga,1,2,1,505,House,3938,36244,2.373,-33.47576,151.3525,7,1.5,174,45.17
465000,27/11/2017,Faulconbridge,0,0,0,2491,Vacant land,4025,41184,14.932,-33.68513,150.55384,405,1.5,174,63.97
3350000,28/11/2017,Blakehurst,5,5,2,550,House,6219,37700,2.313,-33.99061,151.10947,37,1.5,174,16.73
1806000,28/11/2017,Frenchs Forest,3,4,3,696,House,13473,44876,8.643,-33.75137,151.22303,148,1.5,174,12.68
1380000,28/11/2017,Oyster Bay,2,4,1,701,House,5488,47736,2.101,-34.0069,151.08096,11,1.5,174,19.73
1230000,28/11/2017,Kellyville Ridge,2,4,2,469,House,10468,51532,2.707,-33.70376,150.92052,72,1.5,174,32.23
1200000,28/11/2017,Mascot,1,2,1,221,House,14772,41912,11.961,-33.9466,151.18371,3,1.5,174,9.35
1130000,28/11/2017,Kellyville Ridge,2,4,2,551,House,10468,51532,2.707,-33.70376,150.92052,72,1.5,174,32.23
658000,28/11/2017,Faulconbridge,1,3,3,1537,House,4025,41184,14.932,-33.68513,150.55384,405,1.5,174,63.97
1770000,29/11/2017,Belrose,2,4,2,696,House,8780,39728,13.636,-33.72159,151.21169,156,1.5,174,15.92
1060000,29/11/2017,Glenbrook,3,7,4,784,House,5051,43992,6.995,-33.76592,150.62573,199,1.5,174,55.19
900000,29/11/2017,Erina,2,4,2,580,House,4774,28340,5.147,-33.43758,151.38853,19,1.5,174,50.24
850000,29/11/2017,Erina,2,4,2,607,House,4774,28340,5.147,-33.43758,151.38853,19,1.5,174,50.24
485000,29/11/2017,Ourimbah,1,2,1,468,House,3951,37180,87.154,-33.31517,151.32611,191,1.5,174,61.95
1420000,30/11/2017,Allambie Heights,3,4,3,651,House,7009,40404,6.675,-33.7702,151.24964,92,1.5,174,11.16
1200000,30/11/2017,Faulconbridge,2,4,2,2056,House,4025,41184,14.932,-33.68513,150.55384,405,1.5,174,63.97
1110000,30/11/2017,Claremont Meadows,2,4,2,609,House,4776,41704,3.04,-33.7743,150.75296,43,1.5,174,43.49
605000,30/11/2017,Lalor Park,1,3,2,556,House,7667,31200,2.701,-33.76065,150.93136,77,1.5,174,28.27
1165000,1/12/2017,Claremont Meadows,2,4,3,807,House,4776,41704,3.04,-33.7743,150.75296,43,1.5,172.7,43.49
3000000,2/12/2017,Barangaroo,2,2,1,132,Apartment / Unit / Flat,189,97500,0.223,-33.86055,151.20159,7,1.5,172.7,0.92
1225000,4/12/2017,Beaumont Hills,2,4,2,650,House,9042,46488,3.19,-33.69788,150.94161,67,1.5,176.6,31.01
1178000,4/12/2017,Beaumont Hills,2,4,2,740,House,9042,46488,3.19,-33.69788,150.94161,67,1.5,176.6,31.01
2930000,5/12/2017,Werrington,1,3,2,2322,House,4031,33436,4.508,-33.75876,150.75061,31,1.5,176.6,44.13
2560000,5/12/2017,Green Point,3,4,6,2106,House,6405,31824,8.455,-33.45321,151.38285,46,1.5,176.6,48.42
2560000,5/12/2017,Green Point,3,4,6,2106,House,169,24960,0.089,-33.43968,151.37541,27,1.5,176.6,49.63
575000,5/12/2017,Springwood,1,3,2,697,House,8475,37544,19.395,-33.69209,150.57478,370,1.5,176.6,61.88
1368000,7/12/2017,Westleigh,2,3,2,749,House,4456,44044,3.821,-33.70912,151.07001,168,1.5,174.2,21.62
1200000,7/12/2017,Green Valley,4,7,2,732,House,12516,26312,3.215,-33.90263,150.86967,73,1.5,174.2,31.75
1035000,7/12/2017,Padstow,1,3,0,512,House,13306,32292,5.402,-33.95023,151.03068,17,1.5,174.2,19.07
1015000,7/12/2017,Padstow,1,3,1,569,House,13306,32292,5.402,-33.95023,151.03068,17,1.5,174.2,19.07
2560000,8/12/2017,Burwood Heights,2,4,3,683,House,989,32292,0.226,-33.8894,151.10403,47,1.5,174.2,10.16
2100000,8/12/2017,Mount Lewis,4,4,2,607,House,1195,23400,0.333,-33.91572,151.05024,61,1.5,174.2,15.8
1800000,8/12/2017,Oatlands,3,5,2,961,House,5660,36660,2.462,-33.79508,151.02527,54,1.5,174.2,18.77
1500000,8/12/2017,Sylvania,1,4,1,651,House,10479,37284,3.376,-34.01392,151.10109,20,1.5,174.2,19.33
1415000,8/12/2017,Wamberal,2,3,2,702,Duplex,6550,41496,8.769,-33.41339,151.43838,95,1.5,174.2,54.41
1160000,8/12/2017,Roselands,2,4,1,455,House,11579,28288,2.745,-33.93329,151.07526,54,1.5,174.2,14.57
1115000,8/12/2017,Guildford,1,2,1,674,House,22331,23140,5.904,-33.85861,150.98884,38,1.5,174.2,20.47
3000000,9/12/2017,Glebe,2,3,0,306,House,11532,43368,1.693,-33.87781,151.18626,29,1.5,174,2.6
865000,9/12/2017,Penrith,1,3,1,746,House,13295,32240,12.202,-33.74515,150.68955,26,1.5,174,49.99
640000,9/12/2017,St Andrews,1,4,2,562,House,5730,34060,2.082,-34.02451,150.83058,47,1.5,174,39.27
617000,9/12/2017,St Andrews,2,3,1,560,House,5730,34060,2.082,-34.02451,150.83058,47,1.5,174,39.27
1617500,10/12/2017,Drummoyne,1,2,1,240,Semi-Detached,11950,60840,2.31,-33.85205,151.15424,31,1.5,174,5.35
1600000,10/12/2017,Glebe,1,2,0,133,House,11532,43368,1.693,-33.87781,151.18626,29,1.5,174,2.6
1550000,10/12/2017,Wamberal,3,4,4,803,House,6550,41496,8.769,-33.41339,151.43838,95,1.5,174,54.41
1025000,10/12/2017,The Ponds,2,4,2,357,House,11731,53716,4.654,-33.70612,150.90622,54,1.5,174,33.2
760000,10/12/2017,Mount Druitt,3,4,2,450,House,16726,26000,6.256,-33.76791,150.8136,48,1.5,174,38.24
6350000,12/12/2017,Bronte,4,5,3,572,House,6733,65572,1.331,-33.90426,151.26358,71,1.5,171.9,6.59
2250000,12/12/2017,Saratoga,4,5,4,743,House,3938,36244,2.373,-33.47576,151.3525,7,1.5,171.9,45.17
745000,12/12/2017,Campbelltown,3,4,2,271,House,12566,30628,11.391,-34.06338,150.80766,65,1.5,171.9,43.19
1042000,13/12/2017,Kellyville Ridge,2,4,2,519,House,10468,51532,2.707,-33.70376,150.92052,72,1.5,171.9,32.23
820000,13/12/2017,Hinchinbrook,2,4,2,716,House,11222,30732,3.228,-33.91752,150.86179,36,1.5,171.9,32.72
632500,13/12/2017,Bateau Bay,2,3,2,556,House,12146,30316,6.938,-33.38486,151.47128,31,1.5,171.9,58.53
520000,13/12/2017,Blue Haven,1,3,2,505,House,6378,29796,2.525,-33.21142,151.50349,13,1.5,171.9,77.47
470000,13/12/2017,Campbelltown,2,2,1,240,Apartment / Unit / Flat,12566,30628,11.391,-34.06338,150.80766,65,1.5,171.9,43.19
2750000,14/12/2017,Strathfield,0,0,0,1000,Vacant land,25813,34424,6.572,-33.87913,151.08118,43,1.5,171.9,12.01
1400000,14/12/2017,Gymea,1,3,1,663,House,7589,42900,2.185,-34.03656,151.0841,74,1.5,171.9,22.29
795000,14/12/2017,Copacabana,2,3,2,582,House,2735,39312,1.996,-33.48638,151.43476,19,1.5,171.9,46.9
1530000,15/12/2017,Matraville,1,3,2,444,House,9804,36452,3.933,-33.96403,151.23342,14,1.5,171.9,11.18
907000,15/12/2017,Narara,2,4,2,684,House,7934,34632,8.242,-33.39553,151.33681,10,1.5,171.9,53.4
890000,15/12/2017,Pendle Hill,1,3,1,681,House,7247,30680,1.964,-33.80402,150.95535,52,1.5,171.9,24.52
855000,15/12/2017,Bateau Bay,2,3,2,676,House,12146,30316,6.938,-33.38486,151.47128,31,1.5,171.9,58.53
682000,15/12/2017,Bateau Bay,2,3,4,413,Townhouse,12146,30316,6.938,-33.38486,151.47128,31,1.5,171.9,58.53
607500,15/12/2017,Saratoga,1,3,1,481,House,3938,36244,2.373,-33.47576,151.3525,7,1.5,171.9,45.17
554000,15/12/2017,Campbelltown,0,0,0,612,Vacant land,12566,30628,11.391,-34.06338,150.80766,65,1.5,171.9,43.19
1775000,16/12/2017,Frenchs Forest,3,5,2,607,House,13473,44876,8.643,-33.75137,151.22303,148,1.5,171.9,12.68
1290000,16/12/2017,Campsie,3,3,2,309,House,24541,25272,3.373,-33.91457,151.10339,35,1.5,171.9,11.28
872000,18/12/2017,Saratoga,1,4,2,512,House,3938,36244,2.373,-33.47576,151.3525,7,1.5,171.9,45.17
807000,18/12/2017,Glenbrook,2,3,1,507,House,5051,43992,6.995,-33.76592,150.62573,199,1.5,171.9,55.19
2350000,19/12/2017,Strathfield,3,5,2,701,House,25813,34424,6.572,-33.87913,151.08118,43,1.5,171.9,12.01
1625000,19/12/2017,Noraville,2,4,2,916,House,2918,30888,1.757,-33.27116,151.55658,20,1.5,171.9,73.32
1040000,19/12/2017,Moorebank,2,3,6,695,House,9747,38792,12.516,-33.94248,150.94138,15,1.5,171.9,26.27
689000,19/12/2017,Bateau Bay,2,4,2,648,House,12146,30316,6.938,-33.38486,151.47128,31,1.5,171.9,58.53
665000,19/12/2017,Spring Farm,2,4,1,305,New Apartments / Off the Plan,4307,53196,6.357,-34.06839,150.72519,94,1.5,171.9,50.15
2600000,20/12/2017,Dundas Valley,2,6,2,1265,House,5412,32188,1.785,-33.79216,151.05607,59,1.5,171.9,16.38
2250000,20/12/2017,Daleys Point,2,2,2,2158,House,681,26936,1.339,-33.50408,151.35585,115,1.5,171.9,42.27
1950000,20/12/2017,Gymea Bay,3,5,1,663,House,6892,44460,2.405,-34.04951,151.08733,67,1.5,171.9,23.38
1810000,20/12/2017,Kirkham,4,5,2,5217,House,699,48256,4.22,-34.03394,150.70955,82,1.5,171.9,49.9
1795000,20/12/2017,Potts Hill,3,5,9,1183,House,893,40820,1.128,-33.89271,151.03275,59,1.5,171.9,16.67
1720000,20/12/2017,Copacabana,3,6,5,575,House,2735,39312,1.996,-33.48638,151.43476,19,1.5,171.9,46.9
1180000,20/12/2017,Oyster Bay,1,3,1,607,House,5488,47736,2.101,-34.0069,151.08096,11,1.5,171.9,19.73
1100000,20/12/2017,Hornsby Heights,1,3,2,973,House,6305,43576,10.218,-33.6556,151.10003,201,1.5,171.9,25.37
910000,20/12/2017,Moorebank,2,4,2,674,House,9747,38792,12.516,-33.94248,150.94138,15,1.5,171.9,26.27
875000,20/12/2017,Lalor Park,3,5,1,302,House,7667,31200,2.701,-33.76065,150.93136,77,1.5,171.9,28.27
860000,20/12/2017,Kirrawee,1,3,1,163,Villa,9278,39052,3.553,-34.0332,151.07224,96,1.5,171.9,22.57
810000,20/12/2017,Bateau Bay,2,5,2,638,House,12146,30316,6.938,-33.38486,151.47128,31,1.5,171.9,58.53
740000,20/12/2017,St Clair,2,4,3,655,House,19897,38896,7.204,-33.79794,150.78794,59,1.5,171.9,39.76
720000,20/12/2017,St Clair,2,4,3,639,House,19897,38896,7.204,-33.79794,150.78794,59,1.5,171.9,39.76
660000,20/12/2017,Narara,1,4,0,1427,House,7934,34632,8.242,-33.39553,151.33681,10,1.5,171.9,53.4
615000,20/12/2017,North Gosford,2,4,0,721,House,3700,32708,1.916,-33.41886,151.35564,25,1.5,171.9,51.31
610000,20/12/2017,Blue Haven,2,4,2,541,House,6378,29796,2.525,-33.21142,151.50349,13,1.5,171.9,77.47
545000,20/12/2017,Point Clare,1,2,0,544,House,3731,31772,3.336,-33.44017,151.31715,62,1.5,171.9,48.17
2600000,21/12/2017,Mona Vale,2,4,1,658,House,10670,45240,4.556,-33.67706,151.30276,15,1.5,171.9,22.57
2505000,21/12/2017,Eastlakes,4,5,4,588,House,6912,25740,2.003,-33.93108,151.21145,18,1.5,171.9,7.32
1600000,21/12/2017,Greenhills Beach,0,0,0,632,Vacant land,792,59592,0.539,-34.03624,151.1585,6,1.5,171.9,19.56
1375000,21/12/2017,Church Point,2,4,2,1108,House,997,54132,0.721,-33.65154,151.28137,73,1.5,171.9,24.6
1315150,21/12/2017,Glenbrook,3,5,2,2128,House,5051,43992,6.995,-33.76592,150.62573,199,1.5,171.9,55.19
1200000,21/12/2017,Minto,3,5,4,4776,House,12551,29276,9.568,-34.03164,150.84989,71,1.5,171.9,38.06
1150000,21/12/2017,Kirrawee,1,2,1,651,House,9278,39052,3.553,-34.0332,151.07224,96,1.5,171.9,22.57
1108000,21/12/2017,Copacabana,2,4,2,525,House,2735,39312,1.996,-33.48638,151.43476,19,1.5,171.9,46.9
845000,21/12/2017,Killarney Vale,2,4,2,620,House,7216,30108,3.018,-33.36629,151.4607,8,1.5,171.9,60.03
780000,21/12/2017,Bateau Bay,1,3,2,594,House,12146,30316,6.938,-33.38486,151.47128,31,1.5,171.9,58.53
530000,21/12/2017,Eagle Vale,1,3,1,680,House,5788,33644,2.519,-34.03797,150.81128,89,1.5,171.9,41.54
432000,21/12/2017,Moorebank,1,1,1,88,Apartment / Unit / Flat,9747,38792,12.516,-33.94248,150.94138,15,1.5,171.9,26.27
1532000,22/12/2017,Strathfield,2,3,2,210,Townhouse,25813,34424,6.572,-33.87913,151.08118,43,1.5,171.9,12.01
1300000,22/12/2017,Potts Hill,3,5,2,453,House,893,40820,1.128,-33.89271,151.03275,59,1.5,171.9,16.67
950000,22/12/2017,Sydney,1,2,0,97,Apartment / Unit / Flat,17252,35412,2.94,-33.86794,151.20998,65,1.5,171.9,0.31
770000,22/12/2017,Killarney Vale,2,4,3,481,House,7216,30108,3.018,-33.36629,151.4607,8,1.5,171.9,60.03
722500,22/12/2017,Campbelltown,1,3,2,739,House,12566,30628,11.391,-34.06338,150.80766,65,1.5,171.9,43.19
715000,22/12/2017,Narara,1,4,4,771,House,7934,34632,8.242,-33.39553,151.33681,10,1.5,171.9,53.4
710000,22/12/2017,St Clair,1,3,4,637,House,19897,38896,7.204,-33.79794,150.78794,59,1.5,171.9,39.76
660000,22/12/2017,North Gosford,1,3,1,809,House,3700,32708,1.916,-33.41886,151.35564,25,1.5,171.9,51.31
436000,22/12/2017,Punchbowl,1,2,2,134,Apartment / Unit / Flat,20236,22048,4.323,-33.92907,151.05159,22,1.5,171.9,16.27
1700000,23/12/2017,Blakehurst,3,5,3,455,House,6219,37700,2.313,-33.99061,151.10947,37,1.5,171.9,16.73
672000,27/12/2017,Eagle Vale,2,3,2,593,House,5788,33644,2.519,-34.03797,150.81128,89,1.5,171.9,41.54
2270000,29/12/2017,Matraville,3,4,2,354,House,9804,36452,3.933,-33.96403,151.23342,14,1.5,171.9,11.18
1800000,29/12/2017,South Wentworthville,1,3,4,1239,House,6197,32032,1.809,-33.82166,150.97206,29,1.5,171.9,22.54
915000,29/12/2017,St Clair,2,5,2,627,House,19897,38896,7.204,-33.79794,150.78794,59,1.5,171.9,39.76
1365000,13/01/2018,Oyster Bay,3,6,2,1012,House,5488,47736,2.101,-34.0069,151.08096,11,1.5,171.9,19.73
1485000,15/01/2018,Mona Vale,2,3,2,368,House,10670,45240,4.556,-33.67706,151.30276,15,1.5,171.9,22.57
770000,15/01/2018,Point Clare,2,5,2,883,House,3731,31772,3.336,-33.44017,151.31715,62,1.5,171.9,48.17
560000,15/01/2018,Bateau Bay,2,3,1,335,Duplex,12146,30316,6.938,-33.38486,151.47128,31,1.5,171.9,58.53
4200000,16/01/2018,Pearl Beach,4,4,2,670,House,536,35568,1.257,-33.54226,151.30629,12,1.5,171.9,36.91
1200000,16/01/2018,Kirrawee,2,3,1,670,House,9278,39052,3.553,-34.0332,151.07224,96,1.5,171.9,22.57
1010000,16/01/2018,Copacabana,2,3,2,761,House,2735,39312,1.996,-33.48638,151.43476,19,1.5,171.9,46.9
940000,16/01/2018,Moorebank,1,3,2,669,House,9747,38792,12.516,-33.94248,150.94138,15,1.5,171.9,26.27
585000,16/01/2018,Narara,1,3,2,608,House,7934,34632,8.242,-33.39553,151.33681,10,1.5,171.9,53.4
465000,16/01/2018,Ourimbah,1,3,1,562,House,3951,37180,87.154,-33.31517,151.32611,191,1.5,171.9,61.95
2250000,17/01/2018,Tascott,5,5,3,1402,House,1602,36868,2.129,-33.45183,151.31618,4,1.5,171.9,46.89
2030000,17/01/2018,Mascot,3,5,3,437,House,14772,41912,11.961,-33.9466,151.18371,3,1.5,171.9,9.35
680000,17/01/2018,Point Clare,1,3,1,752,House,3731,31772,3.336,-33.44017,151.31715,62,1.5,171.9,48.17
375000,17/01/2018,Narara,1,2,1,288,Villa,7934,34632,8.242,-33.39553,151.33681,10,1.5,171.9,53.4
1039000,18/01/2018,Kirrawee,2,4,1,500,House,9278,39052,3.553,-34.0332,151.07224,96,1.5,171.9,22.57
470000,18/01/2018,Copacabana,0,0,0,1132,Vacant land,2735,39312,1.996,-33.48638,151.43476,19,1.5,171.9,46.9
1140000,19/01/2018,Warnervale,1,3,12,25,Rural,641,31876,12.725,-33.24668,151.43186,17,1.5,171.9,71.63
1010000,19/01/2018,Phegans Bay,2,4,3,512,House,432,37700,0.562,-33.48838,151.30872,21,1.5,171.9,42.78
670000,19/01/2018,Erina,1,3,1,554,House,4774,28340,5.147,-33.43758,151.38853,19,1.5,171.9,50.24
605000,19/01/2018,Eagle Vale,1,3,1,596,House,5788,33644,2.519,-34.03797,150.81128,89,1.5,171.9,41.54
580000,19/01/2018,Killarney Vale,2,4,2,550,House,7216,30108,3.018,-33.36629,151.4607,8,1.5,171.9,60.03
1086321,20/01/2018,Macmasters Beach,3,4,2,979,House,1294,37440,5.879,-33.49756,151.40816,46,1.5,171.9,44.72
901500,22/01/2018,Erina,2,4,2,823,House,4774,28340,5.147,-33.43758,151.38853,19,1.5,171.9,50.24
535000,23/01/2018,Narara,1,3,1,617,House,7934,34632,8.242,-33.39553,151.33681,10,1.5,171.9,53.4
2375000,24/01/2018,Seaforth,2,4,1,556,House,7139,55224,3.108,-33.79114,151.2431,86,1.5,171.9,8.76
1175000,24/01/2018,Erina,4,5,2,984,House,4774,28340,5.147,-33.43758,151.38853,19,1.5,171.9,50.24
1050000,24/01/2018,Kincumber South,3,4,2,809,House,684,23972,1.273,-33.48389,151.38058,43,1.5,171.9,45.15
999000,24/01/2018,Gymea Bay,2,3,1,562,House,6892,44460,2.405,-34.04951,151.08733,67,1.5,171.9,23.38
980000,24/01/2018,Bensville,3,5,5,983,House,2545,36764,4.925,-33.49914,151.39045,27,1.5,171.9,43.91
535000,24/01/2018,Eagle Vale,1,3,1,561,House,5788,33644,2.519,-34.03797,150.81128,89,1.5,171.9,41.54
481000,24/01/2018,Killarney Vale,1,2,1,401,Villa,7216,30108,3.018,-33.36629,151.4607,8,1.5,171.9,60.03
1500000,25/01/2018,Macmasters Beach,3,5,5,1087,House,1294,37440,5.879,-33.49756,151.40816,46,1.5,171.9,44.72
899500,25/01/2018,West Hoxton,2,4,1,510,House,10012,36764,6.708,-33.93142,150.83406,66,1.5,171.9,35.53
862250,25/01/2018,Kirrawee,1,3,3,377,House,9278,39052,3.553,-34.0332,151.07224,96,1.5,171.9,22.57
770000,25/01/2018,Oyster Bay,1,2,1,626,House,5488,47736,2.101,-34.0069,151.08096,11,1.5,171.9,19.73
555000,25/01/2018,Homebush,2,2,1,105,Apartment / Unit / Flat,7007,37908,2.503,-33.86058,151.07927,17,1.5,171.9,12.1
945000,27/01/2018,Moorebank,2,3,2,300,House,9747,38792,12.516,-33.94248,150.94138,15,1.5,171.9,26.27
1116000,29/01/2018,Kellyville Ridge,2,4,2,537,House,10468,51532,2.707,-33.70376,150.92052,72,1.5,171.9,32.23
1000000,29/01/2018,Doonside,2,5,2,699,House,13451,27612,5.958,-33.76242,150.87007,44,1.5,171.9,33.46
985000,29/01/2018,Moorebank,1,3,3,731,House,9747,38792,12.516,-33.94248,150.94138,15,1.5,171.9,26.27
937000,29/01/2018,Kirrawee,2,3,1,601,House,9278,39052,3.553,-34.0332,151.07224,96,1.5,171.9,22.57
860000,29/01/2018,Toongabbie,2,3,1,704,House,14337,34996,4.733,-33.79196,150.9468,39,1.5,171.9,25.67
820000,29/01/2018,Faulconbridge,2,4,2,1007,House,4025,41184,14.932,-33.68513,150.55384,405,1.5,171.9,63.97
667000,29/01/2018,St Andrews,1,3,1,560,House,5730,34060,2.082,-34.02451,150.83058,47,1.5,171.9,39.27
652000,29/01/2018,Toongabbie,2,3,2,263,Townhouse,14337,34996,4.733,-33.79196,150.9468,39,1.5,171.9,25.67
600000,29/01/2018,Eagle Vale,1,3,1,566,House,5788,33644,2.519,-34.03797,150.81128,89,1.5,171.9,41.54
2500000,30/01/2018,East Gosford,3,5,2,582,House,4238,31252,2.079,-33.43514,151.35463,15,1.5,171.9,49.55
1557500,30/01/2018,Belrose,2,4,2,790,House,8780,39728,13.636,-33.72159,151.21169,156,1.5,171.9,15.92
940000,30/01/2018,Moorebank,1,5,4,729,House,9747,38792,12.516,-33.94248,150.94138,15,1.5,171.9,26.27
907000,30/01/2018,Point Clare,3,4,3,550,House,3731,31772,3.336,-33.44017,151.31715,62,1.5,171.9,48.17
680000,30/01/2018,St Clair,1,3,2,625,House,19897,38896,7.204,-33.79794,150.78794,59,1.5,171.9,39.76
585000,30/01/2018,Narara,1,3,1,487,House,7934,34632,8.242,-33.39553,151.33681,10,1.5,171.9,53.4
1900000,31/01/2018,Beacon Hill,3,4,2,1125,House,7457,41288,2.605,-33.75228,151.25889,119,1.5,171.9,13.32
750000,31/01/2018,Ourimbah,2,4,2,630,House,3951,37180,87.154,-33.31517,151.32611,191,1.5,171.9,61.95
696000,31/01/2018,St Clair,1,3,2,636,House,19897,38896,7.204,-33.79794,150.78794,59,1.5,171.9,39.76
660000,31/01/2018,St Clair,3,6,2,565,House,19897,38896,7.204,-33.79794,150.78794,59,1.5,171.9,39.76
1340000,13/02/2018,Gymea Bay,2,3,3,575,House,6892,44460,2.405,-34.04951,151.08733,67,1.5,171.9,23.38
850000,13/02/2018,Kellyville Ridge,2,3,2,245,House,10468,51532,2.707,-33.70376,150.92052,72,1.5,171.9,32.23
805000,13/02/2018,Concord,1,3,2,139,Apartment / Unit / Flat,14533,39052,5.058,-33.85608,151.10677,6,1.5,171.9,9.6
688000,13/02/2018,Point Clare,1,3,2,605,House,3731,31772,3.336,-33.44017,151.31715,62,1.5,171.9,48.17
685000,13/02/2018,St Clair,1,3,2,560,House,19897,38896,7.204,-33.79794,150.78794,59,1.5,171.9,39.76
630000,13/02/2018,Bradbury,1,3,1,569,House,8800,31980,3.734,-34.08405,150.81805,126,1.5,171.9,43.6
546000,13/02/2018,Bradbury,1,3,1,785,House,8800,31980,3.734,-34.08405,150.81805,126,1.5,171.9,43.6
538000,13/02/2018,Bradbury,1,3,1,788,House,8800,31980,3.734,-34.08405,150.81805,126,1.5,171.9,43.6
535000,13/02/2018,Middleton Grange,0,0,0,420,Vacant land,5177,44044,2.555,-33.91254,150.84322,54,1.5,171.9,34.32
510000,13/02/2018,Bradbury,1,3,1,668,House,8800,31980,3.734,-34.08405,150.81805,126,1.5,171.9,43.6
508000,13/02/2018,Bradbury,1,3,1,652,House,8800,31980,3.734,-34.08405,150.81805,126,1.5,171.9,43.6
490000,13/02/2018,Bradbury,1,3,1,571,House,8800,31980,3.734,-34.08405,150.81805,126,1.5,171.9,43.6
717000,14/02/2018,Toongabbie,1,3,2,450,House,14337,34996,4.733,-33.79196,150.9468,39,1.5,171.9,25.67
655000,14/02/2018,Killarney Vale,2,3,1,556,House,7216,30108,3.018,-33.36629,151.4607,8,1.5,171.9,60.03
635000,14/02/2018,Killarney Vale,2,5,3,554,House,7216,30108,3.018,-33.36629,151.4607,8,1.5,171.9,60.03
2600000,15/02/2018,Naremburn,2,3,1,416,House,5884,67184,1.25,-33.81731,151.20149,77,1.5,171.9,5.36
1475000,15/02/2018,Kellyville Ridge,2,4,2,1066,House,10468,51532,2.707,-33.70376,150.92052,72,1.5,171.9,32.23
1080000,15/02/2018,Greystanes,2,4,4,721,House,22802,33800,8.969,-33.82378,150.93855,62,1.5,171.9,25.53
1030000,15/02/2018,Greystanes,3,4,2,558,House,22802,33800,8.969,-33.82378,150.93855,62,1.5,171.9,25.53
785000,15/02/2018,Toongabbie,2,4,2,224,House,14337,34996,4.733,-33.79196,150.9468,39,1.5,171.9,25.67
682600,15/02/2018,Toongabbie,1,3,2,200,Duplex,14337,34996,4.733,-33.79196,150.9468,39,1.5,171.9,25.67
3365000,16/02/2018,Manly,3,4,1,228,House,15866,66560,5.567,-33.80338,151.29117,42,1.5,171.9,10.17
2380000,16/02/2018,Concord,3,4,2,746,House,14533,39052,5.058,-33.85608,151.10677,6,1.5,171.9,9.6
2350000,16/02/2018,Gordon,3,4,2,739,House,7668,44564,3.789,-33.75743,151.15575,117,1.5,171.9,12.96
1600000,16/02/2018,Matraville,2,4,1,526,House,9804,36452,3.933,-33.96403,151.23342,14,1.5,171.9,11.18
1250000,16/02/2018,Koolewong,3,6,3,1294,House,871,35828,1.322,-33.46901,151.31642,98,1.5,171.9,45.03
1200000,16/02/2018,Sandy Point,2,3,2,882,House,590,48880,0.399,-33.97576,150.99327,32,1.5,171.9,23.49
